article_id,theory_type,name,role,tested_prediction,prediction_strength,rival_theories_acknowledged,justification,confidence,name_raw
Study172,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.8,Dual-Process Model
Study172,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study173,explicit,Post-Activation Potentiation (Pap),operational,Muscle PAP increases muscular power and performance,strong,FALSE,NA,0.85,Post-Activation Potentiation (PAP)
Study173,explicit,Post-Activation Performance Enhancement (Pape),operational,PAPE occurs after a voluntary muscular performance enhancement related to high-intensity contractions,strong,FALSE,NA,0.85,Post-Activation Performance Enhancement (PAPE)
Study174,explicit,Constraint-Led Approach,operational,"acceleration capacity (linear or non-linear) of an athlete, particularly within the first steps, could be more critical to success than top running speed.",moderate,FALSE,NA,0.85,Constraint-Led Approach
Study174,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study174,implicit,Psychobiological Model Of Endurance,operational,"muscle force generation capacity becomes impaired and our maximum acceleration consequently decreases, increasing the risk of failure to either catch an opponent or evade capture by another.",strong,FALSE,"muscle force generation capacity becomes impaired and our maximum acceleration consequently decreases, increasing the risk of failure to either catch an opponent or evade capture by another.",0.85,Psychobiological Model of Endurance
Study175,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study175,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study175,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study176,explicit,Constraint-Led Approach,operational,"The location of the resistance band would produce different muscle activations in different exercise phases (ascending, stationary, and descending) of the wall-slide exercise.",strong,FALSE,NA,0.85,Constraint-Led Approach
Study177,explicit,Central Governor Model,operational,The retention of thermoregulatory adaptations is an important consideration for elite teams when preparing to compete in the heat.,strong,TRUE,NA,0.85,Central Governor Model
Study177,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study178,explicit,Reticulospinal Tract (Rst) Theory,operational,"RT increases RST input efficacy, leading to increased MVC force",strong,TRUE,NA,0.85,Reticulospinal tract (RST) theory
Study179,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study179,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study180,explicit,Stretch-Shortening Cycle (Ssc) Theory,operational,The decrease in SSC function after cycling negatively affects cardiorespiratory and biomechanical variables in subsequent running.,strong,FALSE,NA,0.85,Stretch-Shortening Cycle (SSC) Theory
Study181,explicit,Constraint-Led Approach,operational,"Leg press multi-joint exercise would induce greater muscle damage on the VL, and longer time course muscle performance recovery than the knee extension single-joint exercise.",strong,TRUE,NA,0.85,Constraint-Led Approach
Study182,explicit,Limb Dominance,contextual,NA,absent,FALSE,NA,0.8,Limb dominance
Study182,explicit,Offset Loading,operational,Adding as little as 2.5% of the training load to the ND side resulted in more symmetrical muscle activation of the prime mover muscles.,moderate,FALSE,NA,0.9,Offset loading
Study183,explicit,Central Governor Model,operational,local VT modulated oxygenation to the muscle and attenuated the strength loss associated with EIMD in the wrist-flexor muscle group more than no VT,strong,TRUE,NA,0.85,Central Governor Model
Study184,explicit,Central Governor Model,operational,INT training elicits superior increases in biomarkers of mitochondrial content compared to CONT training matched for total work.,strong,TRUE,NA,0.85,Central Governor Model
Study185,explicit,Constraint-Led Approach,operational,"Pitchers who are able to more efficiently transfer energy up the chain will create greater forces in the upper extremity, which may result in greater ball velocity.",strong,FALSE,NA,0.85,Constraint-Led Approach
Study186,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study186,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study186,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.85,Dual-Process Model
Study187,explicit,Central Governor Model,operational,a well-developed anaerobic system to be able to perform short duration high-intensity movements and aerobic metabolism allowing rapid recovery between intense efforts,strong,FALSE,NA,0.85,Central Governor Model
Study188,explicit,Self-Organizing Capacity Theory,operational,Core stability may be beneficial for reducing the risk for ACL injury.,moderate,TRUE,NA,0.85,Self-Organizing Capacity Theory
Study189,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study190,explicit,Central Governor Model,operational,Mental fatigue impairs endurance performance by increasing perceived exertion without affecting peripheral physiological measures.,strong,TRUE,NA,0.85,Central Governor Model
Study190,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study190,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study190,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.55,Constraint-Led Approach
Study190,implicit,Mechanistic Explanatory Model Of Mental Fatigue,operational,Mental fatigue increases perceived exertion and decreases performance.,strong,TRUE,Mental fatigue increases perceived exertion and decreases performance.,0.85,Mechanistic explanatory model of mental fatigue
Study191,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study191,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study192,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study192,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study192,implicit,Dual-Process Model,operational,"Regular short night sleep periods and impaired sleep quality among athletes, especially swimmers, negatively affect daytime cognitive functioning and increase the level of sleepiness during the day.",weak,FALSE,"Regular short night sleep periods and impaired sleep quality among athletes, especially swimmers, negatively affect daytime cognitive functioning and increase the level of sleepiness during the day.",0.7,Dual-Process Model
Study193,explicit,Central Governor Model,operational,quadriceps torque quality affects overall coordination and motor task performance,strong,FALSE,NA,0.85,Central Governor Model
Study193,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study193,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study194,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study194,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study194,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study194,implicit,Dual-Process Model,operational,"acute NO3-supplementation would enhance power output during CON and ECC contractions during a half-squat movement completed at various moment inertias, and that this effect would be greater for ECC compared to CON at a given moment inertia.",strong,FALSE,"acute NO3-supplementation would enhance power output during CON and ECC contractions during a half-squat movement completed at various moment inertias, and that this effect would be greater for ECC compared to CON at a given moment inertia.",0.95,Dual-Process Model
Study195,explicit,Constraint-Led Approach,operational,"The effect of thigh and shank WR on hip, knee, and ankle joint kinematics during sprint-running acceleration.",moderate,FALSE,NA,0.85,Constraint-Led Approach
Study196,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study196,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study196,implicit,Dual-Process Model,operational,"walking speed becomes progressively slower in hypoxia compared to normoxia when perceptually regulated, which results in similar adjustments in physiological and perceptual responses.",strong,FALSE,"walking speed becomes progressively slower in hypoxia compared to normoxia when perceptually regulated, which results in similar adjustments in physiological and perceptual responses.",0.9,Dual-Process Model
Study197,explicit,Central Governor Model,operational,Menthol mouth rinse will benefit performance during rugby-specific conditioning and attenuate the rise in thermal sensation.,strong,TRUE,NA,0.85,Central Governor Model
Study198,explicit,Constraint-Led Approach,operational,Inter-limb asymmetries will increase after both unilateral and bilateral fatigue protocols.,strong,TRUE,NA,0.85,Constraint-Led Approach
Study199,explicit,Central Governor Model,operational,There will be differences in the F-V profile depending on the performance level of the climbers and depending on the sex with international men showing better results than women and national climbers.,strong,FALSE,NA,0.85,Central Governor Model
Study200,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study200,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study200,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.55,Constraint-Led Approach
Study201,explicit,Constraint-Led Approach,operational,Increased PTA may be a risk factor for running-related injury,moderate,FALSE,NA,0.85,Constraint-Led Approach
Study201,explicit,Psychobiological Model Of Endurance,operational,Increased reliance on passive shock attenuation methods is related to increased PTA,moderate,FALSE,NA,0.85,Psychobiological Model of Endurance
Study201,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study202,explicit,Constraint-Led Approach,operational,sodium replacement would increase ad libitum fluid intake and net water balance during and postexercise,moderate,TRUE,NA,0.85,Constraint-Led Approach
Study203,explicit,Central Governor Model,operational,higher loads result in greater neuromuscular activation,strong,TRUE,NA,0.85,Central Governor Model
Study203,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study204,explicit,Postactivation Potentiation (Pap),operational,Increased muscle contractile properties and performance enhancement,strong,FALSE,NA,0.85,Postactivation Potentiation (PAP)
Study204,explicit,Postactivation Performance Enhancement (Pape),operational,"Increased muscle temperature, water content, and activation/coordination leading to performance enhancement",strong,FALSE,NA,0.85,Postactivation Performance Enhancement (PAPE)
Study204,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model (of endurance)
Study205,explicit,Mechanical Work Theory,operational,"The greater the mechanical work produced, the higher the sprint performance.",strong,FALSE,NA,0.85,Mechanical Work Theory
Study205,explicit,Internal Mechanical Work Theory,operational,Pint accounts for 41% of the total power measured during a 20m sprint acceleration.,strong,FALSE,NA,0.85,Internal Mechanical Work Theory
Study205,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model (inferred)
Study206,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study206,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study206,implicit,Dual-Process Model,operational,"High CHS has been reported by multiple studies to be decisive for maximal ball speed, carry distance and driving distance.",strong,TRUE,"High CHS has been reported by multiple studies to be decisive for maximal ball speed, carry distance and driving distance.",0.85,Dual-Process Model
Study206,implicit,Mechanistic Explanatory Model Of Endurance,operational,Maximal muscle strength has been positively linked with CHS and golf performance.,strong,TRUE,Maximal muscle strength has been positively linked with CHS and golf performance.,0.85,Mechanistic explanatory model of endurance
Study206,implicit,Psychobiological Model Of Endurance,operational,"Neuromuscular function (i.e., maximal strength, power, rate of force development (RFD), and flexibility) of these muscle groups may allow golfers to perform more mechanical work on the golf club during the swing.",strong,TRUE,"Neuromuscular function (i.e., maximal strength, power, rate of force development (RFD), and flexibility) of these muscle groups may allow golfers to perform more mechanical work on the golf club during the swing.",0.85,Psychobiological model of endurance
Study207,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study207,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.7,Dual-Process Model
Study207,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.6,Constraint-Led Approach
Study207,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.5,Central Governor Model
Study207,explicit,Psychobiological Model Of Endurance,operational,motor imagery influences sport performance,strong,TRUE,NA,0.9,Psychobiological Model of Endurance
Study207,explicit,Effort-Based Decision Model,operational,motor imagery influences sport performance,strong,TRUE,NA,0.9,Effort-Based Decision Model
Study208,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study208,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study208,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.8,Dual-Process Model
Study209,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.7,Constraint-Led Approach
Study209,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.6,Dual-Process Model
Study210,explicit,Constraint-Led Approach,operational,The Froude efficiency of unilateral forearm amputees will be lower than values reported for nondisabled swimmers.,strong,TRUE,NA,0.85,Constraint-Led Approach
Study211,explicit,Optimal Theory,operational,"enhanced expectancies of success can increase positive affect and self-efficacy; improve preparation for task performance; influence working memory and long-term memory, and bias them towards the expected stimuli; and influence outcome expectations and prediction of external rewards.",strong,TRUE,NA,0.85,OPTIMAL theory
Study212,explicit,Constraint-Led Approach,operational,A morning squat-based priming exercise utilizing a CS configuration would lead to greater enhancements in neuromuscular performance six hours after the end of the session compared to a TS structure.,strong,FALSE,NA,0.85,Constraint-Led Approach
Study213,implicit,Sensory Reweighting,contextual,NA,absent,FALSE,NA,0.7,Sensory reweighting
Study213,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.6,Dual-process models
Study214,explicit,Central Governor Model,operational,RBRT will induce larger improvements in measures of physical fitness in youth male soccer players,strong,TRUE,NA,0.85,Central Governor Model
Study215,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study215,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study216,explicit,Constraint-Led Approach,operational,HABD strengthening during rehabilitation has been shown to decrease patients' pain.,moderate,FALSE,NA,0.85,Constraint-Led Approach
Study216,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study216,implicit,Dual-Process Model,operational,HABD torque would decrease after a fatiguing run and that gait variables previously associated with lower extremity overuse injury would be negatively correlated with HABD torque.,strong,FALSE,HABD torque would decrease after a fatiguing run and that gait variables previously associated with lower extremity overuse injury would be negatively correlated with HABD torque.,0.85,Dual-Process Model
Study217,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study217,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study217,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.85,Constraint-Led Approach
Study217,implicit,Dual-Process Model,operational,"Rowing ergometer performance would decline after completing high-fatigue RT protocols, while low-fatigue RT protocols would not cause systematic changes.",strong,TRUE,"Rowing ergometer performance would decline after completing high-fatigue RT protocols, while low-fatigue RT protocols would not cause systematic changes.",0.9,Dual-Process Model
Study218,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study218,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study218,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.85,Constraint-Led Approach
Study219,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study219,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study219,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.85,Constraint-Led Approach
Study220,explicit,Constraint-Led Approach,operational,"PEBA midsole will have better running economy than EVA midsole when both conditions are fresh; however, the PEBA midsole will suffer more wear after 450 km, which could negatively affect biomechanics and RE.",strong,FALSE,NA,0.85,Constraint-Led Approach (CLA)
Study221,explicit,Central Governor Model,operational,"repeated rapid contractions mostly induce a decrement in the net neural drive with the consequence of lowering the early phase RFD (i.e., the first 50 ms of force production)",strong,TRUE,NA,0.85,Central Governor Model
Study222,explicit,Self-Organizing Systems Theory,operational,"CAI patients will display altered reactive lower extremity joint kinematics (e.g., increased ankle inversion angular velocity and displacement) while copers will have protective reactive lower extremity joint kinematics (e.g., reduced ankle inversion angular velocity and displacement) after an ankle inversion perturbation during unplanned single-leg landing compared to the planned single-leg landing",strong,FALSE,NA,0.85,Self-Organizing Systems Theory
Study223,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study223,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study223,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.8,Dual-Process Model
Study224,explicit,Mechanobiology,operational,"A greater magnitude of loading would yield more positive clinical, functional, and structural outcomes compared with a lower magnitude of loading.",strong,FALSE,NA,0.85,Mechanobiology
Study225,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study225,explicit,Finnish Model,contextual,NA,absent,FALSE,NA,0.85,Finnish model
Study225,implicit,Dual-Process Model,operational,"plyometric-based structured game active breaks will improve FMS competence, muscular fitness parameters, student self-perception, and student's actual behaviour.",strong,FALSE,"plyometric-based structured game active breaks will improve FMS competence, muscular fitness parameters, student self-perception, and student's actual behaviour.",0.9,Dual-Process Model
Study226,explicit,Central Governor Model,operational,runners with larger tendons would exhibit increased flight time and reduced contact time due to their presumably improved capacity for storing and releasing greater elastic energy,strong,FALSE,NA,0.85,Central Governor Model
Study227,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study227,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study227,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study228,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study228,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study228,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.8,Dual-Process Model
Study229,explicit,Self-Regulation Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Regulation Theory
Study229,implicit,Proprioception Theory,operational,KT can reduce ankle plantarflexion angle and increase ankle dorsiflexion and eversion angles and moments compared with NT and PT,strong,FALSE,KT can reduce ankle plantarflexion angle and increase ankle dorsiflexion and eversion angles and moments compared with NT and PT,0.85,Proprioception Theory
Study230,explicit,Self-Determination Theory,operational,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study230,explicit,Central Governor Model,operational,NA,absent,FALSE,NA,0.85,Central Governor Model
Study230,implicit,Dual-Process Model,operational,NA,absent,FALSE,NA,0.75,Dual-Process Model
Study231,explicit,Self-Determination Theory,operational,"Mental fatigue can impair aerobic capacity, intermittent running velocity, decision making, technical skills, and psychomotor vigilance.",strong,TRUE,NA,0.85,Self-Determination Theory
Study231,explicit,Central Governor Model,operational,The addition of a cognitive task to physical training can lead to greater improvements in endurance.,strong,TRUE,NA,0.85,Central Governor Model
Study231,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study232,explicit,Central Governor Model,operational,Prior MVIC will result in improved power clean performance across all contrast sets.,strong,FALSE,NA,0.85,Central Governor Model
Study233,explicit,Constraint-Led Approach,operational,Greater hamstrings stiffness is associated with less anterior tibial translation during controlled joint perturbation.,strong,FALSE,NA,0.85,Constraint-Led Approach
Study234,explicit,Speed-Accuracy Trade-Off,contextual,NA,absent,FALSE,NA,0.8,Speed-Accuracy Trade-Off
Study234,explicit,Central Governor Model,operational,an optimum support foot position would generate higher ball speed and accuracy during football instep kicking,strong,FALSE,NA,0.85,Central Governor Model (CGM)
Study235,explicit,Constraint-Led Approach,operational,"early, gradually increased tensile loading in nonsurgically treated Achilles tendon ruptures would lead to faster recovery of tendon material properties measured via elastic modulus at 19 weeks after the injury",strong,TRUE,NA,0.85,Constraint-Led Approach
Study236,explicit,Constraint-Led Approach,operational,The NP shoes will allow people to run with less knee flexion and smaller peak knee moments.,strong,TRUE,NA,0.85,Constraint-Led Approach
Study236,explicit,Central Governor Model,operational,The peak ankle extensor moment will be greater in the NP shoes.,strong,TRUE,NA,0.85,Central Governor Model
Study236,implicit,Mechanistic Explanatory Model Of Energy Storage And Return,operational,The NP shoes will allow people to run with less dorsiflexion and negative work at the MTP joint.,strong,TRUE,The NP shoes will allow people to run with less dorsiflexion and negative work at the MTP joint.,0.85,Mechanistic explanatory model of energy storage and return
Study237,explicit,Self-Regulation Theory,contextual,NA,absent,FALSE,NA,0.7,Self-Regulation Theory
Study238,explicit,Central Governor Model,operational,"high-intensity strength training will increase CSE and reduce SICI, whilst low-intensity strength training will increase CSE and have no effect on SICI",strong,TRUE,NA,0.85,Central Governor Model
Study239,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study239,implicit,Glycolysis And Glycogenolysis Sparing And Gross Efficiency,operational,muscle temperature and muscle metabolic functions are optimized at cooler ambient temperatures,moderate,FALSE,muscle temperature and muscle metabolic functions are optimized at cooler ambient temperatures,0.7,Glycolysis and glycogenolysis sparing and gross efficiency
Study240,explicit,Carnosine Buffering Potential,operational,Higher muscle carnosine content attenuates fatigue during exhaustive dynamic exercise,moderate,FALSE,NA,0.85,Carnosine buffering potential
Study240,implicit,Buffering Potential,contextual,NA,absent,FALSE,NA,0.55,Buffering potential
Study241,explicit,Constraint-Led Approach,operational,"BT has the potential to induce performance improvements in selected components of physical fitness (e.g., balance, muscle strength/power, change of direction speed)",strong,FALSE,NA,0.85,Constraint-Led Approach
Study241,explicit,Central Governor Model,operational,BT-related adaptations are highly task-specific,strong,FALSE,NA,0.85,Central Governor Model
Study241,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study242,explicit,Constant Limb Hypothesis,contextual,NA,absent,FALSE,NA,0.8,Constant Limb Hypothesis
Study243,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study244,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study244,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study245,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study246,explicit,Central Governor Model,operational,"U23 ELITE cyclists demonstrate higher physiological, performance, as well as training and racing characteristics compared to U23 NON-ELITE ",strong,FALSE,NA,0.85,Central Governor Model
Study247,explicit,Central Governor Model,operational,decrease in overall exercise performance due to respiratory muscle fatigue and potential for decreased training load on locomotor muscles,moderate,FALSE,NA,0.85,Central Governor Model
Study247,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study248,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study248,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study248,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study248,implicit,Dual-Process Model,operational,"RSE training and RHIE training would be equivalently effective at improving RHIEa, with larger improvements for repeated sprints with RSE training, and also that RHIE training would more strongly improve repeated contact effort performance.",strong,TRUE,"RSE training and RHIE training would be equivalently effective at improving RHIEa, with larger improvements for repeated sprints with RSE training, and also that RHIE training would more strongly improve repeated contact effort performance.",0.95,Dual-Process Model
Study249,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study249,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study249,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.8,Dual-Process Model
Study249,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study249,explicit,Psychobiological Model Of Endurance,operational,combined high-intensity static stretching and high-speed dynamic stretching decreases the MTU stiffness and increases muscle strength of the hamstrings,strong,FALSE,NA,0.9,Psychobiological model of endurance
Study250,explicit,Thermoregulatory Mechanisms,contextual,NA,absent,FALSE,NA,0.8,Thermoregulatory mechanisms
Study250,explicit,Central Governor Model,operational,NA,strong,FALSE,NA,0.85,Central Governor Model (CGM)
Study251,explicit,Self-Protection Theory,operational,"The adaptive ankle brace will restrict movement less during slower, nonexcessive ankle motions.",moderate,FALSE,NA,0.85,Self-Protection Theory
Study251,explicit,Protection Theory,operational,The adaptive ankle brace will provide a similar protective effect to passive braces during sudden inversion motions.,moderate,FALSE,NA,0.85,Protection Theory
Study251,explicit,Sports Performance Theory,operational,The adaptive ankle brace will improve sports performance and subjective comfort rating of athletes.,moderate,FALSE,NA,0.85,Sports Performance Theory
Study252,explicit,Constraint-Led Approach,operational,"UT, MT, and LT activation levels during scapular-retraction exercise with elastic resistance at different abduction angles in asymptomatic individuals.",strong,FALSE,NA,0.85,Constraint-Led Approach
Study253,explicit,Constraint-Led Approach,operational,"WG/S decrease wrist joint moment, joint angles, total joint ROM arc, and GRF in back handsprings.",strong,FALSE,NA,0.85,Constraint-Led Approach
Study254,explicit,Central Governor Model,operational,"peak M s, peak M a, peak M k, and peak M h would increase with load but not depth",strong,TRUE,NA,0.85,Central Governor Model
Study255,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study255,implicit,Mechanoreceptors Theory,operational,the effects of increased ROM and decreased tissue hardness would be greater in VFR compared to FR because the vibration function would affect mechanoreceptors,strong,FALSE,the effects of increased ROM and decreased tissue hardness would be greater in VFR compared to FR because the vibration function would affect mechanoreceptors,0.85,Mechanoreceptors Theory
Study256,explicit,Central Governor Model,operational,maximal power output during bench press/BPT at loads ranging between 30% and 70% of the 1-RM,strong,TRUE,NA,0.85,Central Governor Model
Study256,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study256,implicit,Dual-Process Model,operational,mechanical power output during BPT will be enhanced when using EXT compared with INT instructions at light and/or heavy loads but not at moderate loads,moderate,TRUE,mechanical power output during BPT will be enhanced when using EXT compared with INT instructions at light and/or heavy loads but not at moderate loads,0.75,Dual-Process Model
Study257,explicit,Central Governor Model,operational,Different wrist postures would result in varying strength levels in HG-S max.,strong,FALSE,NA,0.85,Central Governor Model
Study258,explicit,Central Governor Model,operational,HRV profile changes to prepare athletes for physical stress,strong,FALSE,NA,0.85,Central Governor Model
Study258,explicit,Psychobiological Model Of Endurance,operational,HRV profile changes to prepare athletes for physical stress,strong,FALSE,NA,0.85,Psychobiological model of endurance
Study258,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study259,explicit,Constraint-Led Approach,operational,"Exercise in a hot, humid environment would produce greater functional balance deficits than exercise in ambient temperatures and standing in the heat.",strong,FALSE,NA,0.85,Constraint-Led Approach
Study260,explicit,Executive Control Theory,operational,"inhibition allows the suppression of an irrelevant response, stimulus, or memory",strong,TRUE,NA,0.85,Executive Control Theory
Study260,explicit,Network Theory,operational,cognitive and motor inhibitory functions are mediated by overlapping brain networks,strong,TRUE,NA,0.85,Network Theory
Study260,implicit,Dual-Process Model,operational,"inhibition is required during withdrawal, cancelation, or selection of voluntary movements",strong,TRUE,"inhibition is required during withdrawal, cancelation, or selection of voluntary movements",0.85,Dual-Process Model
Study261,explicit,Constraint-Led Approach,operational,"mechanical work performed by lower limb joint moments would decline following repeated sprints, particularly at the hip",strong,FALSE,NA,0.85,Constraint-Led Approach
Study262,explicit,Leg Dominance Theory,operational,"The kinematics of a single-leg DVJ leg will differ between the dominant and nondominant legs, with the difference being greater at initial contact (IC).",moderate,FALSE,NA,0.85,Leg Dominance Theory
Study263,explicit,Central Governor Model,operational,NA,absent,FALSE,NA,0.85,Central Governor Model
Study264,explicit,Self-Organizing Systems Theory,operational,"American pitchers will have less elbow flexion at FC, greater shoulder ER at maximum ER, and faster ball velocity compared to Japanese pitchers.",strong,FALSE,NA,0.85,Self-Organizing Systems Theory
Study265,explicit,Self-Organizing System (Sos) Theory,operational,prescribing specific volume loads across all exercises targets adaptations in specific neuromuscular characteristics,strong,FALSE,NA,0.85,Self-Organizing System (SOS) Theory
Study266,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study266,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study266,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.55,Constraint-Led Approach
