article_id,detection_type,name,theory_framework_type,role,tested_prediction,prediction_strength,boundary_conditions_met,rival_theories_acknowledged,justification,confidence,name_raw
Study084,implicit,Mechanoresponsive Adaptation Theory,causal,operational,"Increased mechanical stress on the Achilles tendon (AT), resulting from the greater triceps surae activation and higher stretching speed in a forefoot strike (FFS) pattern, will lead to positive adaptations in AT morphological (cross-sectional area, length) and mechanical (peak force, stress, loading rate, elongation) properties.",moderate,within,FALSE,"Increased mechanical stress on the Achilles tendon (AT), resulting from the greater triceps surae activation and higher stretching speed in a forefoot strike (FFS) pattern, will lead to positive adaptations in AT morphological (cross-sectional area, length) and mechanical (peak force, stress, loading rate, elongation) properties.",0.8,Mechanoresponsive Adaptation Theory
Study085,implicit,Biomechanical Chain Model (Implicit),causal,operational,"Manipulating ankle dorsiflexion range of motion via shoe collar height (MC vs. LT) will cause changes in knee joint biomechanics (sagittal and frontal plane angles/moments) and ground reaction forces during landing, which are associated with ACL injury risk.",moderate,within,FALSE,"Manipulating ankle dorsiflexion range of motion via shoe collar height (MC vs. LT) will cause changes in knee joint biomechanics (sagittal and frontal plane angles/moments) and ground reaction forces during landing, which are associated with ACL injury risk.",0.7,Biomechanical Chain Model (Implicit)
Study085,implicit,Limb Dominance / Asymmetry Model (Implicit),causal,operational,"Limb dominance (DL vs. NDL) causes asymmetries in muscular strength, dynamic control, and landing strategies, leading to differential knee joint biomechanics and injury risk profiles between limbs during unilateral tasks.",moderate,within,TRUE,"Limb dominance (DL vs. NDL) causes asymmetries in muscular strength, dynamic control, and landing strategies, leading to differential knee joint biomechanics and injury risk profiles between limbs during unilateral tasks.",0.65,Limb Dominance / Asymmetry Model (Implicit)
Study087,implicit,Cumulative Loading / Tissue Stress Theory,causal,operational,"If PTA remains elevated over time, cumulative exposure may result in harmful loading of the tissues of the lower leg, which may increase the risk of tibial stress fracture.",moderate,within,TRUE,"If PTA remains elevated over time, cumulative exposure may result in harmful loading of the tissues of the lower leg, which may increase the risk of tibial stress fracture.",0.7,Cumulative Loading / Tissue Stress Theory
Study087,implicit,Fatigue-Induced Motor Control Alteration Theory,causal,operational,"A prolonged run can alter motor control, and therefore FMS test scores may be altered by a single bout of prolonged running.",moderate,within,FALSE,"A prolonged run can alter motor control, and therefore FMS test scores may be altered by a single bout of prolonged running.",0.65,Fatigue-Induced Motor Control Alteration Theory
Study087,implicit,Training-Induced Adaptation / Fitness-Injury Paradox,causal,contextual,NA,absent,within,FALSE,NA,0.6,Training-Induced Adaptation / Fitness-Injury Paradox
Study089,explicit,Fatigue Failure Theory (Of Musculoskeletal Structures),causal,operational,"A reduction in load magnitude (peak vGRF) with increased step rate is likely to reduce the damage accumulated for a given running distance, despite the increased number of steps. This leads to the prediction that Cumulative Weighted Peak Force (CWPF) will decrease with increased step rate.",moderate,within,FALSE,NA,0.9,Fatigue Failure Theory (of musculoskeletal structures)
Study090,implicit,Respiratory Muscle Metaboreflex / Respiratory-Locomotor Muscle Competition Model,causal,operational,"Improving inspiratory muscle strength via IMT will reduce the oxygen and blood flow competition between respiratory and locomotor muscles during heavy exercise, thereby improving aerobic exercise efficiency, accelerating lactate removal, and enhancing swimming performance.",moderate,within,TRUE,"Improving inspiratory muscle strength via IMT will reduce the oxygen and blood flow competition between respiratory and locomotor muscles during heavy exercise, thereby improving aerobic exercise efficiency, accelerating lactate removal, and enhancing swimming performance.",0.75,Respiratory Muscle Metaboreflex / Respiratory-Locomotor Muscle Competition Model
Study090,implicit,Sport-Specific Training Adaptation Principle,taxonomic,contextual,NA,absent,within,FALSE,NA,0.6,Sport-Specific Training Adaptation Principle
Study092,explicit,Exercise Pressor Reflex (Epr) Theory,causal,operational,"Men will exhibit greater changes in MAP and EMG AMP than women during BFR exercise, due to a known sex difference in the attenuation of the EPR in response to metabolic by-product accumulation.",strong,within,FALSE,NA,0.9,Exercise Pressor Reflex (EPR) Theory
Study092,implicit,Metabolic Stress Theory Of Bfr Adaptation,causal,operational,"Higher cuff pressure (80% AOP) will elicit greater changes in EMG amplitude and NIRS-derived parameters (oxy[heme], deoxy[heme]) than lower cuff pressure (40% AOP), due to greater metabolic stress.",moderate,within,TRUE,"Higher cuff pressure (80% AOP) will elicit greater changes in EMG amplitude and NIRS-derived parameters (oxy[heme], deoxy[heme]) than lower cuff pressure (40% AOP), due to greater metabolic stress.",0.7,Metabolic Stress Theory of BFR Adaptation
Study093,explicit,Central Bottleneck Theory / Dual-Task Interference,causal,operational,"In the dual-task condition, high-ranked adolescent table tennis players would show less ankle proprioceptive performance decline than lower-ranked players.",moderate,within,FALSE,NA,0.9,Central Bottleneck Theory / Dual-Task Interference
Study093,implicit,Automatization / Skill Acquisition Theory,causal,operational,"Years of sport-specific training may be associated with ankle proprioception, and high-ranked players will show superior proprioceptive performance and less dual-task decline.",weak,within,TRUE,"Years of sport-specific training may be associated with ankle proprioception, and high-ranked players will show superior proprioceptive performance and less dual-task decline.",0.7,Automatization / Skill Acquisition Theory
Study093,implicit,Ecological Validity / Perception-Action Coupling Framework,paradigm,contextual,NA,absent,within,TRUE,NA,0.8,Ecological Validity / Perception-Action Coupling Framework
Study094,explicit,Focus Of Attention (External Vs. Internal Focus) Framework,causal,operational,A distal external focus will result in higher accuracy scores and increased functional variability compared to a proximal external or internal focus.,moderate,within,FALSE,NA,0.9,Focus of Attention (External vs. Internal Focus) Framework
Study094,explicit,Uncontrolled Manifold (Ucm) Hypothesis,mathematical,operational,"Functional variability, quantified via the UCM analysis (specifically, a higher index of synergy from greater V_UCM relative to V_ORT), will be greater under a distal external focus.",strong,within,FALSE,NA,0.95,Uncontrolled Manifold (UCM) Hypothesis
Study094,explicit,Bernstein's Perspective On Degrees Of Freedom & Functional Variability,paradigm,contextual,NA,absent,within,FALSE,NA,0.8,Bernstein's Perspective on Degrees of Freedom & Functional Variability
Study095,explicit,Neurotrophic Factor Hypothesis Of Doms,causal,operational,"NGF, GDNF, and COX-2 mRNA levels will increase in exercised muscle after the first bout of eccentric exercise, and the magnitude of these increases will be smaller after the second bout (the repeated bout effect).",moderate,within,TRUE,NA,0.9,Neurotrophic Factor Hypothesis of DOMS
Study095,explicit,Muscle Damage/Inflammation Hypothesis Of Doms,causal,contextual,NA,absent,within,TRUE,NA,0.85,Muscle Damage/Inflammation Hypothesis of DOMS
Study095,explicit,Acute Compression Axonopathy Hypothesis,causal,contextual,NA,absent,unclear,FALSE,NA,0.7,Acute Compression Axonopathy Hypothesis
Study097,implicit,Stretch Tolerance Mechanism,causal,contextual,NA,absent,within,TRUE,NA,0.6,Stretch Tolerance Mechanism
Study097,implicit,Muscle Stiffness Mechanism,causal,operational,Local muscle stiffness will correlate with the respective joint ROM.,weak,within,TRUE,Local muscle stiffness will correlate with the respective joint ROM.,0.7,Muscle Stiffness Mechanism
Study099,explicit,Optimal Theory Of Motor Learning,causal,operational,"Allowing participants a choice (autonomy support) will enhance motor learning (as measured by delayed retention test performance), mediated by increased perceived choice, confidence, and positive affect.",moderate,within,FALSE,NA,0.9,OPTIMAL theory of motor learning
Study100,implicit,Reaction Time Theory (Implicit),causal,contextual,NA,absent,within,FALSE,NA,0.6,Reaction Time Theory (implicit)
Study101,implicit,Resource Depletion/Shared Neurocognitive Resource Model,causal,operational,"Mental fatigue (induced by a response inhibition task) will impair performance on complex, cognitively demanding physical tasks (directional RSA, mean height and fatigue index in RJA) but not on simple, less cognitively demanding tasks (linear RSA, isolated CMJ).",moderate,within,FALSE,"Mental fatigue (induced by a response inhibition task) will impair performance on complex, cognitively demanding physical tasks (directional RSA, mean height and fatigue index in RJA) but not on simple, less cognitively demanding tasks (linear RSA, isolated CMJ).",0.7,Resource Depletion/Shared Neurocognitive Resource Model
Study101,implicit,Ecological Dynamics,paradigm,contextual,NA,absent,within,FALSE,NA,0.65,Ecological Dynamics/Constraints-Led Approach (as Paradigm)
Study102,implicit,Distal-To-Proximal Shift In Joint Kinetics With Aging,causal,operational,Lower magnitudes of ankle kinetics but greater hip kinetics in middle-aged compared to young runners.,moderate,within,FALSE,Lower magnitudes of ankle kinetics but greater hip kinetics in middle-aged compared to young runners.,0.7,Distal-to-Proximal Shift in Joint Kinetics with Aging
Study105,explicit,Perception-Action Coupling Disruption Theory,causal,contextual,NA,absent,within,TRUE,NA,0.8,Perception-Action Coupling Disruption Theory
Study105,explicit,Cerebellar Dysfunction Theory,causal,contextual,NA,absent,within,TRUE,NA,0.8,Cerebellar Dysfunction Theory
Study105,implicit,Dual-Task Gait Impairment Extrapolation Theory,causal,contextual,NA,absent,within,FALSE,NA,0.7,Dual-Task Gait Impairment Extrapolation Theory
Study108,explicit,Information Processing Approach (To Quiet Eye),causal,operational,"Longer QE durations reflect an extended preparation period for parametrizing task-relevant variables, leading to higher chances of successful motor execution. This effect is amplified in more complex/difficult tasks, requiring more precise computations, thus resulting in longer QE durations for successful shots (winners) compared to errors, especially in high-difficulty matches.",moderate,within,TRUE,NA,0.9,Information Processing Approach (to Quiet Eye)
Study109,implicit,Multifactorial Biomechanical Model Of Patellofemoral Pain,causal,operational,"A 10% increase in step rate will cause reductions in aberrant frontal-plane hip and pelvis kinematics (specifically hip adduction and contralateral pelvic drop), which will in turn lead to improvements in clinical outcomes (pain/function) in runners with PFP.",moderate,within,FALSE,"A 10% increase in step rate will cause reductions in aberrant frontal-plane hip and pelvis kinematics (specifically hip adduction and contralateral pelvic drop), which will in turn lead to improvements in clinical outcomes (pain/function) in runners with PFP.",0.7,Multifactorial Biomechanical Model of Patellofemoral Pain
Study109,implicit,Motor Learning/Feedback Theory (Implicit),paradigm,contextual,NA,absent,within,FALSE,NA,0.6,Motor Learning/Feedback Theory (implicit)
Study110,explicit,Updated Model Of Chronic Ankle Instability,taxonomic,contextual,NA,absent,within,FALSE,NA,0.7,Updated Model of Chronic Ankle Instability
Study110,implicit,Sensorimotor Control Framework For Joint Stability,causal,operational,"Patients with Chronic Ankle Instability (CAI) will show less force steadiness and accuracy in ankle evertors, invertors, and hip abductors compared to healthy controls.",weak,within,FALSE,"Patients with Chronic Ankle Instability (CAI) will show less force steadiness and accuracy in ankle evertors, invertors, and hip abductors compared to healthy controls.",0.6,Sensorimotor Control Framework for Joint Stability
Study111,implicit,Muscle Imbalance Theory Of Hamstring Strain Injury,causal,operational,"Rugby players will have lower BFlh fascicle length/KE, BFlh/KE, and KF/KE muscle volume ratios compared to controls, indicating a strength imbalance favoring knee extensors that increases tensile force on the biceps femoris fascicles.",moderate,within,TRUE,"Rugby players will have lower BFlh fascicle length/KE, BFlh/KE, and KF/KE muscle volume ratios compared to controls, indicating a strength imbalance favoring knee extensors that increases tensile force on the biceps femoris fascicles.",0.7,Muscle Imbalance Theory of Hamstring Strain Injury
Study111,implicit,Muscle Structure-Morphology Theory Of Hamstring Strain Injury,causal,operational,"Rugby players will have (1) longer BFlh fascicle length due to potentially larger muscle size, and (2) higher BFlh passive stiffness due to potentially higher muscle volume. These structural properties are proposed as risk factors for HSI.",weak,within,TRUE,"Rugby players will have (1) longer BFlh fascicle length due to potentially larger muscle size, and (2) higher BFlh passive stiffness due to potentially higher muscle volume. These structural properties are proposed as risk factors for HSI.",0.65,Muscle Structure-Morphology Theory of Hamstring Strain Injury
Study113,explicit,"Unified Fatigue Taxonomy (Kluger Et Al., Enoka & Duchateau)",taxonomic,contextual,NA,absent,within,FALSE,NA,0.9,"Unified Fatigue Taxonomy (Kluger et al., Enoka & Duchateau)"
Study113,explicit,Rpe Clamp Model (Tucker),paradigm,contextual,NA,absent,within,FALSE,NA,0.8,RPE Clamp Model (Tucker)
Study113,implicit,Neuromuscular Fatigue Mechanisms (Peripheral & Central Fatigue),causal,operational,MVIC will decrease from pretest to posttest due to fatigue-induced processes occurring at/peripheral to and proximal to/central to the neuromuscular junction. EMG AMP (reflecting muscle excitation) will decrease. EMG MPF (related to conduction velocity) will not change.,moderate,within,FALSE,MVIC will decrease from pretest to posttest due to fatigue-induced processes occurring at/peripheral to and proximal to/central to the neuromuscular junction. EMG AMP (reflecting muscle excitation) will decrease. EMG MPF (related to conduction velocity) will not change.,0.75,Neuromuscular Fatigue Mechanisms (Peripheral & Central Fatigue)
Study115,explicit,Ecological Dynamics,paradigm,operational,"Small-sided games (SSGs), by creating a more dynamic and less structured environment, will promote a larger, more variable (degenerate) action repertoire, thereby increasing the likelihood and number of creative actions compared to regular-sided games (RSGs).",moderate,within,TRUE,NA,0.9,Ecological Dynamics / Ecological Approach to Creativity
Study115,explicit,Divergent Thinking Theory Of Creativity,taxonomic,contextual,NA,absent,within,TRUE,NA,0.85,Divergent Thinking Theory of Creativity
Study116,implicit,Mindfulness-Based Intervention (Mbi) / Mindfulness Theory,causal,operational,"Mindfulness Induction (MI) will improve anxiety and affect compared to a control condition, and will elicit a distinct neural signature (specifically, less theta power than Relaxation Induction) due to its proposed mechanism of automated attentional self-regulation and non-judgmental awareness.",moderate,within,TRUE,"Mindfulness Induction (MI) will improve anxiety and affect compared to a control condition, and will elicit a distinct neural signature (specifically, less theta power than Relaxation Induction) due to its proposed mechanism of automated attentional self-regulation and non-judgmental awareness.",0.75,Mindfulness-Based Intervention (MBI) / Mindfulness Theory
Study116,implicit,Psychological Skills Training (Pst) / Relaxation Theory,causal,operational,"Relaxation Induction (RI) will improve anxiety and affect compared to a control condition, and will elicit greater theta power than MI due to its proposed mechanism of intentional inhibition and control to suppress or alter internal experiences.",moderate,within,TRUE,"Relaxation Induction (RI) will improve anxiety and affect compared to a control condition, and will elicit greater theta power than MI due to its proposed mechanism of intentional inhibition and control to suppress or alter internal experiences.",0.75,Psychological Skills Training (PST) / Relaxation Theory
Study117,implicit,Inverted-U Hypothesis,causal,operational,An upregulation of the arousal state to an optimal level (via pre-task music) would increase performance (reduce reaction time) in a visual choice reaction time task.,moderate,within,FALSE,An upregulation of the arousal state to an optimal level (via pre-task music) would increase performance (reduce reaction time) in a visual choice reaction time task.,0.7,Arousal-Performance Relationship (Yerkes-Dodson/Inverted-U)
Study117,implicit,Attentional Focus/Interoceptive Processing Framework,causal,contextual,NA,absent,within,FALSE,NA,0.65,Attentional Focus/Interoceptive Processing Framework
Study117,implicit,Affective Response Mediation Framework,causal,operational,Music influences performance (RT) by evoking affective responses (arousal and feeling states). Research-selected (motivational) music will increase these affective responses and thus reduce RT.,moderate,within,TRUE,Music influences performance (RT) by evoking affective responses (arousal and feeling states). Research-selected (motivational) music will increase these affective responses and thus reduce RT.,0.75,Affective Response Mediation Framework
Study119,explicit,Postactivation Performance Enhancement (Pape),taxonomic,operational,The clean and jerk (C&J) will induce PAPE in both upper limb (UL) and lower limb (LL) performance. PAPE magnitude will be greater with 7- and 12-minute intervals than with a 4-minute interval.,moderate,within,FALSE,NA,0.7,Postactivation Performance Enhancement (PAPE)
Study119,explicit,Remote Pape Effect Theory,causal,contextual,NA,absent,unclear,TRUE,NA,0.6,Remote PAPE Effect Theory
Study121,explicit,Pacing As A Goal-Oriented Decision-Making Process,causal,operational,"Drafting (an external factor) will influence the pacing decision-making process, resulting in a decrease in physical and perceived intensity for drafting skaters, with the magnitude of the decrease dependent on position within the group.",moderate,within,FALSE,NA,0.75,Pacing as a Goal-Oriented Decision-Making Process
Study122,implicit,Bone Mechanostat Theory / Frost's Mechanostat Theory,causal,operational,A device (DAO) that reduces tibial compressive force while allowing greater sagittal ankle motion will create a more favorable mechanical loading environment for bone healing compared to a walking boot (which immobilizes).,moderate,within,FALSE,A device (DAO) that reduces tibial compressive force while allowing greater sagittal ankle motion will create a more favorable mechanical loading environment for bone healing compared to a walking boot (which immobilizes).,0.7,Bone Mechanostat Theory / Frost's Mechanostat Theory
Study123,implicit,Mechanostat Theory / Bone And Connective Tissue Adaptation To Mechanical Loading,causal,operational,Athletes who consistently load one knee more than the other will have a significantly greater ACL cross-sectional area (CSA) in the more loaded leg.,moderate,within,FALSE,Athletes who consistently load one knee more than the other will have a significantly greater ACL cross-sectional area (CSA) in the more loaded leg.,0.75,Mechanostat Theory / Bone and Connective Tissue Adaptation to Mechanical Loading
Study124,implicit,Muscle Strain Injury Model (From Animal Studies),causal,operational,Increasing hamstring optimal length (via flexibility or strength interventions) will reduce the risk of hamstring strain injury by reducing peak muscle strain during sprinting.,moderate,within,TRUE,Increasing hamstring optimal length (via flexibility or strength interventions) will reduce the risk of hamstring strain injury by reducing peak muscle strain during sprinting.,0.7,Muscle Strain Injury Model (from animal studies)
Study126,implicit,Kinetic Chain Theory,causal,operational,Pitchers with upper extremity pain will show reduced energy flow into the proximal pelvis and trunk and reduced energy flow out of the distal pelvis and trunk during the acceleration phase.,moderate,within,FALSE,Pitchers with upper extremity pain will show reduced energy flow into the proximal pelvis and trunk and reduced energy flow out of the distal pelvis and trunk during the acceleration phase.,0.75,Kinetic Chain Theory
Study127,explicit,Static Stick Figure Model,mathematical,operational,"The SSB will require a larger MEE from the knee NJT and a smaller MEE from the ankle and hip NJT compared with the TB. The knee NJT MEE will have a larger contribution, and the hip and ankle NJT MEE will have a smaller contribution, to the total MEE with the SSB.",strong,within,FALSE,NA,0.9,Static Stick Figure Model
Study128,implicit,Kinetic Chain Theory (As Applied To Baseball Pitching),causal,operational,"Pitchers who sustain a chronic upper extremity injury will have less lumbopelvic control before their injury, compared with pitchers who do not sustain an injury.",moderate,within,FALSE,"Pitchers who sustain a chronic upper extremity injury will have less lumbopelvic control before their injury, compared with pitchers who do not sustain an injury.",0.75,Kinetic Chain Theory (as applied to baseball pitching)
Study129,explicit,Hertel And Corbett's Triad Model Of Cai,taxonomic,contextual,NA,absent,within,FALSE,NA,0.75,Hertel and Corbett's Triad Model of CAI
Study129,implicit,Joint Energetics As A Mechanical Load Model,causal,operational,"Participants with CAI will have alterations in both energy dissipation and generation by the ankle, knee, and hip joints during maximal jump landing and cutting.",weak,within,FALSE,"Participants with CAI will have alterations in both energy dissipation and generation by the ankle, knee, and hip joints during maximal jump landing and cutting.",0.6,Joint Energetics as a Mechanical Load Model
Study131,explicit,Constraints-Led Approach (Cla),paradigm,contextual,NA,absent,within,FALSE,NA,0.9,Constraints-Led Approach (CLA)
Study131,implicit,Pupillary Response As Index Of Mental Effort/Load,causal,operational,"Training with a time limitation will increase mental load, reflected by larger pupil diameters.",moderate,within,FALSE,"Training with a time limitation will increase mental load, reflected by larger pupil diameters.",0.75,Pupillary Response as Index of Mental Effort/Load
Study131,implicit,Saccadic Metrics As Index Of Cognitive Workload/Control,causal,operational,"Training with a time limitation will increase mental load, reflected by longer saccadic latencies, higher saccade velocities, lower saccade accuracy, and altered number of saccades.",moderate,within,FALSE,"Training with a time limitation will increase mental load, reflected by longer saccadic latencies, higher saccade velocities, lower saccade accuracy, and altered number of saccades.",0.7,Saccadic Metrics as Index of Cognitive Workload/Control
Study133,implicit,"Psychobiological Model Of Exercise Tolerance (Specifically, The Role Of Perceived Exertion)",causal,operational,"Mental fatigue will impair endurance capacity, agility, sprinting ability, and AF-specific technical skills via increased perceptions of effort.",moderate,within,FALSE,"Mental fatigue will impair endurance capacity, agility, sprinting ability, and AF-specific technical skills via increased perceptions of effort.",0.7,"Psychobiological Model of Exercise Tolerance (specifically, the role of perceived exertion)"
Study135,implicit,Ecological Dynamics,paradigm,operational,"Including a specific external target (a suspended ball) in a jump test will alter biomechanical outcomes (e.g., higher horizontal velocity, shorter ground contact time, higher RFD) compared to a jump without a target, due to the creation of a more ecologically valid, perception-action coupled environment.",moderate,within,FALSE,"Including a specific external target (a suspended ball) in a jump test will alter biomechanical outcomes (e.g., higher horizontal velocity, shorter ground contact time, higher RFD) compared to a jump without a target, due to the creation of a more ecologically valid, perception-action coupled environment.",0.7,Ecological Dynamics / Ecological Psychology
Study135,implicit,Specificity Of Training/Testing Principle,taxonomic,contextual,NA,absent,within,FALSE,NA,0.6,Specificity of Training/Testing Principle
Study136,explicit,Psychomotor Efficiency / Neural Proficiency Hypotheses,causal,contextual,NA,absent,within,FALSE,NA,0.8,Psychomotor Efficiency / Neural Proficiency Hypotheses
Study136,implicit,Smr-Attention-Performance Framework,causal,operational,"Higher SMR power during motor preparation is associated with and can be trained to cause better putting performance (lower error, higher success).",moderate,within,FALSE,"Higher SMR power during motor preparation is associated with and can be trained to cause better putting performance (lower error, higher success).",0.7,SMR-Attention-Performance Framework
Study136,implicit,Frontal Midline Theta (Fmθ) - Cognitive Control Framework,causal,contextual,NA,absent,within,FALSE,NA,0.65,Frontal Midline Theta (Fmθ) - Cognitive Control Framework
Study137,explicit,Davis's Law,causal,contextual,NA,absent,within,FALSE,NA,0.9,Davis's Law
Study138,explicit,Constrained Action Hypothesis,causal,operational,"External focus cues (ECs) will lead to better motor performance than internal focus cues (ICs) by promoting automatic, unconscious control mechanisms, whereas internal focus cues will constrain performance by promoting conscious, deliberate control.",moderate,within,TRUE,NA,0.95,Constrained Action Hypothesis
Study138,explicit,"Directional Focus Framework (Winkelman, 2018)",causal,operational,Cues with a distal ('toward') focus of attention will be more beneficial for jump performance than cues with a proximal ('away') focus.,weak,within,FALSE,NA,0.7,"Directional Focus Framework (Winkelman, 2018)"
Study138,implicit,Analogy Learning Framework,causal,operational,"Coaching cues presented in an analogy format will enhance motor skill performance and understanding, particularly in youths, by making instructions more relatable and supporting information retention.",moderate,unclear,FALSE,"Coaching cues presented in an analogy format will enhance motor skill performance and understanding, particularly in youths, by making instructions more relatable and supporting information retention.",0.6,Analogy Learning Framework
Study138,implicit,Developmental Differences In Information Processing,taxonomic,contextual,NA,absent,within,FALSE,NA,0.75,Developmental Differences in Information Processing
Study141,implicit,Ischemic Conditioning (Ipc/Icpost) Mechanism Framework,causal,operational,"Repeated IPC will attenuate markers of EIMD (e.g., muscle force loss, DOMS, CK) during recovery to a greater extent than acute IPC or a control.",moderate,outside,FALSE,"Repeated IPC will attenuate markers of EIMD (e.g., muscle force loss, DOMS, CK) during recovery to a greater extent than acute IPC or a control.",0.7,Ischemic Conditioning (IPC/ICPost) Mechanism Framework
Study142,explicit,Resource Depletion / Ego Depletion Theory,causal,contextual,NA,absent,within,FALSE,NA,0.85,Resource Depletion / Ego Depletion Theory
Study142,implicit,Cognitive Interference Control System Model,causal,operational,"Cognitive effort with an auditory distractor throughout a prolonged endurance session will impair the cognitive interference control system, leading to reduced inhibitory control, reduced MOT skill, reduced HRV, and increased subjective mental fatigue, with effects lasting up to 24 hours.",moderate,within,FALSE,"Cognitive effort with an auditory distractor throughout a prolonged endurance session will impair the cognitive interference control system, leading to reduced inhibitory control, reduced MOT skill, reduced HRV, and increased subjective mental fatigue, with effects lasting up to 24 hours.",0.7,Cognitive Interference Control System Model
Study143,implicit,Muscle Fiber Type-Specific Damage/Impairment Theory,causal,operational,Explosive strength and maximal power (dependent on type II fibers) will be more affected by a demanding field exercise than maximal strength (more dependent on type I fibers). These changes will be related to more pronounced impairments in type II fibers compared with type I fibers.,moderate,within,TRUE,Explosive strength and maximal power (dependent on type II fibers) will be more affected by a demanding field exercise than maximal strength (more dependent on type I fibers). These changes will be related to more pronounced impairments in type II fibers compared with type I fibers.,0.7,Muscle Fiber Type-Specific Damage/Impairment Theory
Study143,implicit,Impaired Calcium Handling Theory,causal,operational,"Changes in calcium-handling proteins (e.g., RyR1 fragmentation, calstabin1 dissociation) are involved in the etiology of performance decline, particularly for explosive strength and power.",moderate,within,FALSE,"Changes in calcium-handling proteins (e.g., RyR1 fragmentation, calstabin1 dissociation) are involved in the etiology of performance decline, particularly for explosive strength and power.",0.65,Impaired Calcium Handling Theory
Study143,implicit,Sex-Specific Recovery Trajectory Theory,causal,operational,"The impairments in explosive strength, power, and associated muscle cellular outcomes will recover faster in women than in men.",weak,unclear,FALSE,"The impairments in explosive strength, power, and associated muscle cellular outcomes will recover faster in women than in men.",0.6,Sex-Specific Recovery Trajectory Theory
Study144,implicit,Running Economy As A Determinant Of Performance,causal,operational,Energy cost (running economy) will be reduced in super shoes compared to regular shoes.,weak,within,FALSE,Energy cost (running economy) will be reduced in super shoes compared to regular shoes.,0.6,Running Economy as a Determinant of Performance
Study144,implicit,Leg Stiffness-Running Economy Relationship,causal,operational,"Leg stiffness will be increased in super shoes, and this increase is associated with (or is a factor in) the reduction in energy cost.",moderate,within,FALSE,"Leg stiffness will be increased in super shoes, and this increase is associated with (or is a factor in) the reduction in energy cost.",0.7,Leg Stiffness-Running Economy Relationship
Study145,explicit,Critical Torque / Critical Power Model,mathematical,operational,Hamstring muscles will have lower W′ and lower critical torque (in absolute terms) compared to quadriceps.,moderate,within,FALSE,NA,0.9,Critical Torque / Critical Power Model
Study145,implicit,Neuromuscular Fatigue Etiology Framework,causal,contextual,NA,absent,within,FALSE,NA,0.7,Neuromuscular Fatigue Etiology Framework
Study148,implicit,Central And Peripheral Fatigue Framework,taxonomic,operational,"MVC torque and central mechanisms contributing to voluntary activation of the elbow flexors would be reduced due to the contraction protocol, and this reduction would be exacerbated under conditions of hypoxia compared to sham. Voluntary activation would begin to recover rapidly after the sustained submaximal contraction, although recovery of voluntary activation would be delayed under conditions of hypoxia compared to sham.",moderate,within,FALSE,"MVC torque and central mechanisms contributing to voluntary activation of the elbow flexors would be reduced due to the contraction protocol, and this reduction would be exacerbated under conditions of hypoxia compared to sham. Voluntary activation would begin to recover rapidly after the sustained submaximal contraction, although recovery of voluntary activation would be delayed under conditions of hypoxia compared to sham.",0.6,Central and Peripheral Fatigue Framework
Study149,explicit,Critical Power Model,mathematical,operational,Critical Power (CP) and work performed above CP (W') will be reduced after 90 km of predominantly moderate-intensity cycling.,moderate,within,FALSE,NA,0.95,Critical Power Model
Study149,explicit,Three-Intensity-Domain Model,taxonomic,operational,"The physiological boundaries (GET, RCP, V̇O2max) demarcating the moderate-, heavy-, and severe-intensity exercise domains will be reduced after 90 km of predominantly moderate-intensity cycling.",moderate,within,FALSE,NA,0.9,Three-Intensity-Domain Model
Study150,explicit,Postactivation Potentiation (Pap) - Myosin Regulatory Light Chain Phosphorylation Mechanism,causal,operational,"The time course of muscle-related variables (e.g., twitch torque) and neural-related variables (e.g., H-reflex) will demonstrate different behavior in magnitude of change across successive conditioning contractions.",moderate,within,TRUE,NA,0.9,Postactivation Potentiation (PAP) - Myosin Regulatory Light Chain Phosphorylation Mechanism
Study150,explicit,Neural Contribution To Pap (Via Α-Motoneuron Excitability),causal,operational,"If an increase in H-reflex (indicating higher α-motoneuron excitability) is a reason for PAP, it should occur simultaneously with twitch torque potentiation.",strong,within,TRUE,NA,0.8,Neural Contribution to PAP (via α-motoneuron excitability)
Study150,explicit,Postactivation Depression (Spinal Presynaptic Mechanism),causal,contextual,NA,absent,within,FALSE,NA,0.85,Postactivation Depression (Spinal Presynaptic Mechanism)
Study151,explicit,Anabolic Resistance Theory,causal,operational,High-volume EB-RET will elicit significant and equivalent increases in iMyoPS rates and intracellular regulatory signaling responses in younger (YM) and older males (OM).,moderate,within,FALSE,NA,0.8,Anabolic Resistance Theory
Study151,implicit,Mechanical Tension / Motor Unit Recruitment Theory Of Hypertrophy,causal,operational,High-volume EB-RET will elicit significant increases in iMyoPS rates and intracellular regulatory signaling responses (because it provides sufficient mechanical tension/motor unit recruitment).,moderate,within,FALSE,High-volume EB-RET will elicit significant increases in iMyoPS rates and intracellular regulatory signaling responses (because it provides sufficient mechanical tension/motor unit recruitment).,0.7,Mechanical Tension / Motor Unit Recruitment Theory of Hypertrophy
Study152,explicit,Arthrogenic Muscle Inhibition (Ami),causal,contextual,NA,absent,within,FALSE,NA,0.9,Arthrogenic Muscle Inhibition (AMI)
