canonical_name,aliases,domain,key_authors,year_proposed,definition,boundaries,example_use,times_extracted,last_updated,theory_type,testability_ceiling,home_domain,cross_domain_application
Metabolite Accumulation Model Of Fatigue,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Mindfulness (As A State/Trait Cognitive Framework),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Mindfulness-Based Intervention (Mbi) / Mindfulness Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Model Of Tendon Pathology,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Modified Perceptual Training Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Motor Learning/Feedback Theory (Implicit),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,paradigm,NA,NA,NA
Motor Simulation Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
"Multidimensional Pain Theory (Melzack & Casey, 1968)",NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Multifactorial Biomechanical Model Of Patellofemoral Pain,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Multifactorial Model Of Sports Performance,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Muscle Architecture-Force/Excursion Relationship,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Compartmentalization/Regional Activation Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Muscle Damage/Inflammation Hypothesis Of Doms,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Failure/Metabolic Stress Adaptation Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Fatigue Via Metabolic Acidosis,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Fiber Type-Specific Damage/Impairment Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Imbalance Theory Of Hamstring Strain Injury,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Oxygenation Theory Of Strength Recovery,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Perfusion And Metabolic Preconditioning Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Stiffness Mechanism,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Strain Injury Model (From Animal Studies),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Structure-Morphology Theory Of Hamstring Strain Injury,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle Synergy Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Muscle-Mediated Shock Attenuation Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Musculotendinous Stiffness As A Protective Mechanism,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neck Strength And Girth As A Modifiable Risk Factor For Src,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neural Adaptation Theory Of Cross-Education,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neural Adaptation Theory Of Resistance Training,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neural Contribution To Pap (Via Α-Motoneuron Excitability),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neural Drive Theory Of Dyspnea,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neural Fatigue/Theta Modulation Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neurochemical Inhibition Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neurocognitive Model Of Addiction/Relapse,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neurocognitive-Performance-To-Biomechanics Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neuromechanical Coupling Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neuromuscular Activation Theory Of Strength Adaptation,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neuromuscular Adaptation Theory (Offset Loading),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neuromuscular Fatigue Etiology Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neuromuscular Fatigue Mechanisms (Peripheral & Central Fatigue),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neuromuscular Fatigue Mechanisms Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neuromuscular Physiology Of Force Control,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Neurotrophic Factor Hypothesis Of Doms,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Nitrate Supplementation And Fast-Twitch Muscle Function,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Nitric Oxide Bioavailability Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Nonlinear Dynamical Systems Theory (Applied To Neuromuscular Control),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Nutrient Balance Theory (Nutrient-Partitioning Theory),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Optimal Muscle Temperature Hypothesis,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Optimal Theory (Optimizing Performance Through Intrinsic Motivation And Attention For Learning),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Optimal Theory Of Motor Learning,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Osmotically Inactive Sodium Store Hypothesis,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Overreaching Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Pacing As A Goal-Oriented Decision-Making Process,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
"Pain Adaptation Model (Hodges & Tucker, 2010)",NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Pathomechanical-Sensory-Perceptual-Motor-Behavioral Impairment Framework For Cai,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Perception-Action Coupling Disruption Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Perceptual Regulation Theory (Rpe-Based Exercise Prescription),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Pettlep Model Of Imagery,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Physiological Resilience/Durability Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Point-Mass Model (Of Running Mechanics),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,mathematical,NA,NA,NA
Post-Activation Performance Enhancement (Pape),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,2,2026-04-18,causal,NA,NA,NA
Post-Activation Potentiation (Pap),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Postactivation Depression (Spinal Presynaptic Mechanism),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Postactivation Performance Enhancement (Pape),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,5,2026-04-18,causal,NA,NA,NA
Postactivation Potentiation (Pap),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Postactivation Potentiation (Pap) - Myosin Regulatory Light Chain Phosphorylation Mechanism,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Postural Control System Development Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Prefrontal Cortex Asymmetry Model Of Affective Valence,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Priming (As A Delayed Pape Phenomenon),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Principle Of Training Specificity,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Proprioceptive/Sensory Stimulation Theory Of Taping,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Psychobiological Model Of Exercise Tolerance (Implicit),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
"Psychobiological Model Of Exercise Tolerance (Specifically, The Role Of Perceived Exertion)",NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
"Psychobiological Model Of Fatigue (Marcora Et Al., 2009)",NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Psychobiological Model Of Mental Fatigue,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Psychobiological State Model Of Mental Fatigue,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Psychological Skills Training (Pst) / Relaxation Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Psychomotor Efficiency / Neural Proficiency Hypotheses,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Pupillary Response As Index Of Mental Effort/Load,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Radius Of Gyration / Angular Velocity Mechanism,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Reaction Time Theory (Implicit),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Remote Pape Effect Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Repeated Bout Effect,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Repeated Bout Effect (Rbe) Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Resistance Training-Induced Suboptimization On Endurance Performance (Rt-Sep),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Resource Depletion / Ego Depletion Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Resource Depletion/Shared Neurocognitive Resource Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Respiratory Muscle Fatigue And Locomotor Muscle Competition Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Respiratory Muscle Metaboreflex / Respiratory-Locomotor Muscle Competition Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Reticulospinal Tract (Rst) Efficacy Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Rpe Clamp Model (Tucker),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,paradigm,NA,NA,NA
Running Economy As A Determinant Of Performance,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Saccadic Metrics As Index Of Cognitive Workload/Control,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Self-Determination Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Sensorimotor Control Framework For Joint Stability,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Sensory Reweighting Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,2,2026-04-18,causal,NA,NA,NA
Sex-Based Differences In Fatigability,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Sex-Performance-Asymmetry Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Sex-Specific Recovery Trajectory Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Shared Locomotive Central Pattern Generators (Cpgs) Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Shared Neural Network Model Of Inhibition,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Smr-Attention-Performance Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Sodium Homeostasis / Osmotic Regulation Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Somatosensory Feedback Model Of Proprioception,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Specificity Of Training Principle,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Specificity Of Training/Testing Principle,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Speed-Accuracy Trade-Off,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,mathematical,NA,NA,NA
Sport-Specific Training Adaptation Principle,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Spring-Mass Model Of Running,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,mathematical,NA,NA,NA
Startreact Paradigm (As A Model Of Rst Function),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Static Stick Figure Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,mathematical,NA,NA,NA
Stiffening Plate Theory (Ankle Joint Mechanics),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Stiffening Plate Theory (Mtp Joint Mechanics),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Strength Model Of Self-Control (Ego-Depletion),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Stretch Tolerance Mechanism,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Stretch-Shortening Cycle (Ssc),NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Stretch-Shortening Cycle (Ssc) Function As A Causal Mechanism,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Stretch-Shortening Cycle (Ssc) Neuromechanical Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Stretch-Shortening Cycle (Ssc) Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
"Structure Mapping Theory Of Analogy (Gentner, 1983)",NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Supercompensation Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Support Moment (M_s) Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Task Complexity Modulation Of Warm-Up Effects,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Task-Dependent Corticospinal Modulation,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Task-Specificity Of Training Adaptations,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
"Tdcs Neuromodulation Mechanism (Nitsche & Paulus, 2011)",NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Temperature-Induced Reduction In Tissue Metabolism,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Tendon Function In Energy Storage/Release,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Tendon Mechanobiology / Mechanotransduction Theory,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Tendon Strain-Based Adaptation Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Theoretical Assumptions Of 3d Mot,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Thermoregulatory-Performance Relationship,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Three-Intensity-Domain Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Torque-Frequency Relationship,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,mathematical,NA,NA,NA
Trade-Off/Optimization Framework For Ankle Protection Technology,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Training-Induced Adaptation / Fitness-Injury Paradox,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,causal,NA,NA,NA
Uncontrolled Manifold (Ucm) Hypothesis,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,mathematical,NA,NA,NA
"Unified Fatigue Taxonomy (Kluger Et Al., Enoka & Duchateau)",NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Updated Model Of Chronic Ankle Instability,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Velocity-Based Training (Vbt) As An Autoregulation Framework,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,taxonomic,NA,NA,NA
Volume Load Model,NA,NA,NA,NA,STUB — requires manual completion,STUB — requires manual completion,STUB — requires manual completion,1,2026-04-18,mathematical,NA,NA,NA
